,question,meta_response,meta_f1_score,approach_classes,decomposition_response,decomposition_f1_score,cot_response,cot_f1_score
48,Was is the latest IETF standards documentation and when was it released?,"**Problem Understanding:**
1. Determine the Objective: Identify the latest IETF standards documentation for the Trivial File Transfer Protocol and its release date.

2. Understand the Problem: This requires extracting relevant information from the table, specifically the ""RFC Number"" and ""Published"" columns.

**Reasoning Process:**
3. Extract Relevant Information: The table lists RFC numbers and their respective publication dates. We need to find the highest RFC number to identify the latest documentation.

4. Decompose the Problem into Sub-Problems:
   - Identify the RFC number with the highest value.
   - Extract the corresponding ""Published"" date for that RFC.

5. Individually Answer Each Sub-Problems with Reasoning:
   - The highest RFC number listed is RFC 7440.
   - RFC 7440 was published in January 2015.

**Answer:**
The latest IETF standards documentation for the Trivial File Transfer Protocol is RFC 7440, published in January 2015.

**Final Answer:** The latest IETF standards documentation for the Trivial File Transfer Protocol is RFC 7440, published in January 2015. 
",57.14285714285715,"['extract', 'decompose', 'cot']","```json
{
  ""subquestions"": [
    {
      ""sq1"": ""What is the latest IETF standards documentation?"",
      ""reasoning"": ""The question asks for the latest IETF standards documentation, which is the RFC with the highest RFC Number."",
      ""answer"": ""RFC 7440""
    },
    {
      ""sq2"": ""When was RFC 7440 released?"",
      ""reasoning"": ""The question asks when the latest IETF standards documentation was released, which corresponds to the Published date of RFC 7440."",
      ""answer"": ""Jan 2015""
    }
  ],
  ""final_answer"": ""RFC 7440, Jan 2015""
}
```",42.85714285714285,"Reasoning: To find the latest IETF standards documentation for TFTP, we need to examine the ""Published"" column and identify the most recent date.  Looking at the table, the latest published date is ""Jan 2015"". 

Answer: [""RFC 7440"", ""Jan 2015""] 
",42.85714285714285
52,What channel and definition did The U Too began broadcasting on?,"**Problem Understanding:**
1. Determine the Objective: Identify the channel number and video definition of ""The U Too"" on WCIU-TV.

2. Understand the Problem: This requires extracting information from the table for the specific digital channel ""The U Too.""

**Reasoning Process:**
3. Extract Relevant Information:
   - The row for ""The U Too"" shows:
     - Channel: 26.2
     - Video: 480i

4. Answer:
   - The U Too began broadcasting on channel 26.2 in 480i definition.

**Final Answer:** The U Too began broadcasting on channel 26.2 in 480i definition. 
",25.0,"['extract', 'cot']","```json
  decomposition: |
    sq1. What channel does The U Too broadcast on? (independent)
    sq2. What is the definition of The U Too? (independent)
  answers: |
    Answer to sq1: The U Too broadcasts on channel 26.2.
    Answer to sq2: The U Too has a definition of 480i.
  final_answer: 26.2, 480i.
```",13.333333333333336,"Reasoning: To answer the question, we need to find the row for ""The U Too"" in the table.  The table shows the channel and definition for each program.

Answer: [""26.2"", ""480i""] 
",13.333333333333336
56,What ratio of total votes did Pierre Bertho earn during the 1946 Dahomey and Togo by-election?,"**Problem Understanding:**
1. Determine the Objective: Identify the ratio of total votes Pierre Bertho received during the 1946 Dahomey and Togo by-election.

2. Understand the Problem: This requires extracting relevant information from the table to determine the ratio of Pierre Bertho's votes to the total votes.

**Reasoning Process:**
3. Extract Relevant Information:
   - Pierre Bertho received 644 votes.
   - The total number of votes cast was 818.

4. Decompose the Problem into Sub-Problems:
   - Identify Pierre Bertho's total votes.
   - Identify the total number of votes cast.
   - Calculate the ratio of Pierre Bertho's votes to the total votes.

5. Individually Answer Each Sub-Problems with Reasoning:
   - Pierre Bertho received 644 votes.
   - The total number of votes cast was 818.
   - The ratio of Pierre Bertho's votes to the total votes is 644/818.

**Python Code for Solution:**
```python
# Extract relevant data
bertho_votes = 644
total_votes = 818

# Calculate the ratio
ratio = bertho_votes / total_votes

# Print the ratio
print(f""Pierre Bertho earned a ratio of {ratio:.2f} of the total votes."")
```

**Final Answer:** Pierre Bertho earned a ratio of 0.79 of the total votes during the 1946 Dahomey and Togo by-election. 
",41.66666666666667,"['extract', 'decompose', 'python', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""What is the total number of votes in the 1946 Dahomey and Togo by-election?"",
  ""sq2"": ""What is the number of votes Pierre Bertho earned?"",
  ""sq3"": ""Calculate the ratio of Pierre Bertho's votes to the total number of votes.""
 },
 ""answers"": {
  ""Answer to sq1"": 818,
  ""Answer to sq2"": 644,
  ""Answer to sq3"": 644/818
 },
 ""final_answer"": 644/818
}
```",0.0,"Reasoning: To determine the ratio of total votes Pierre Bertho earned during the 1946 Dahomey and Togo by-election, we need to look at the ""Votes"" column for Pierre Bertho and the ""Total"" row's ""Votes"" column. Pierre Bertho received 644 votes, while the total number of votes was 818. The ratio of Pierre Bertho's votes to the total votes is 644/818.

Answer: 644/818 
",0.0
59,What awards did Amber Kuo receive for starring in the film The Year of Happiness and Love?,"**Problem Understanding:**
1. Determine the Objective: Identify the awards Amber Kuo received for her role in the film ""The Year of Happiness and Love"".

2. Understand the Problem: This requires examining the table and finding the row(s) corresponding to the film ""The Year of Happiness and Love"" and identifying any awards listed.

**Reasoning Process:**
3. Extract Relevant Information:
   - Locate the row corresponding to ""The Year of Happiness and Love"".
   - This row shows that Amber Kuo received a nomination for the ""Best Actress"" award at the 45th Golden Bell Awards.

4. Answer: 
   - Amber Kuo was nominated for the Best Actress award at the 45th Golden Bell Awards for her performance in ""The Year of Happiness and Love"".

**Final Answer:** Amber Kuo received a nomination for the Best Actress award at the 45th Golden Bell Awards for her performance in ""The Year of Happiness and Love"". 
",45.16129032258065,"['extract', 'cot']","decomposition: |
    sq1. Identify the row that contains information about Amber Kuo's nominations and awards for The Year of Happiness and Love. (independent)
    sq2. Extract the award and result from the relevant row. (depends on sq1)
  answers: |
    Answer to sq1: The relevant row is:
      2010 | 45th Golden Bell Awards | Best Actress | The Year of Happiness and Love | Nominated
    Answer to sq2: Amber Kuo was nominated for Best Actress at the 45th Golden Bell Awards.
  final_answer: Amber Kuo was nominated for Best Actress at the 45th Golden Bell Awards. 
",29.629629629629637,"Reasoning: To determine what awards Amber Kuo received for her role in ""The Year of Happiness and Love"", we need to look for the row with that nominated work.  The row with ""The Year of Happiness and Love"" in the ""Nominated work"" column is for the 45th Golden Bell Awards. The ""Result"" column shows that Amber Kuo was nominated for Best Actress.  She did not win this award.

Answer: None.  Amber Kuo was only nominated for the Golden Bell Awards, she did not win an award for her role in ""The Year of Happiness and Love"". 
",0.0
64,What television roles did Talitha Bateman play in 2014 and 2015?,"**Problem Understanding:**
1. Determine the Objective: Identify the television roles Talitha Bateman played in the years 2014 and 2015.

2. Understand the Problem: This requires extracting relevant information from the table for the years 2014 and 2015.

**Reasoning Process:**
3. Extract Relevant Information:
   - Roles in 2014:
     - ""Cheerleader"" in ""Maker Shack Agency""
   - Roles in 2015:
     - ""Scarlett Kincaid"" in ""Hart of Dixie""

**Answer:**
- In 2014, Talitha Bateman played the role of ""Cheerleader"" in ""Maker Shack Agency"".
- In 2015, she played the role of ""Scarlett Kincaid"" in ""Hart of Dixie"".

**Final Answer:** In 2014, Talitha Bateman played the role of ""Cheerleader"" in ""Maker Shack Agency"". In 2015, she played the role of ""Scarlett Kincaid"" in ""Hart of Dixie"". 
",54.05405405405405,"['extract', 'cot']","```json
  decomposition: |
    sq1. What TV roles did Talitha Bateman play in 2014? (independent)
    sq2. What TV roles did Talitha Bateman play in 2015? (independent)
  answers: |
    Answer to sq1: Talitha Bateman played Cheerleader in Maker Shack Agency in 2014.
    Answer to sq2: Talitha Bateman played Scarlett Kincaid in Hart of Dixie in 2015.
  final_answer: Cheerleader, Scarlett Kincaid 
```",13.79310344827586,"Reasoning: To determine the television roles Talitha Bateman played in 2014 and 2015, we need to look at the rows with the years '2014' and '2015' and extract the 'Role' column values. The relevant rows are: 2014: Maker Shack Agency: Cheerleader - 2015: Hart of Dixie: Scarlett Kincaid. Therefore, the television roles Talitha Bateman played in 2014 and 2015 are Cheerleader and Scarlett Kincaid.

Answer: [""Cheerleader"", ""Scarlett Kincaid""] 
",13.79310344827586
69,What were the results of Conor Dwyer and Connor Jaeger?,"**Problem Understanding:**
1. Determine the Objective: Identify the finishing place, lane, and time of Conor Dwyer and Connor Jaeger in the men's 400 metre freestyle final at the 2016 Summer Olympics.

2. Understand the Problem: This requires extracting relevant information from the table for each swimmer.

**Reasoning Process:**
3. Extract Relevant Information:
   - Conor Dwyer (United States):
     - Rank: 4th
     - Lane: 4
     - Time: 3:44.01
   - Connor Jaeger (United States):
     - Rank: 5th
     - Lane: 1
     - Time: 3:44.16

**Answer:**
- Conor Dwyer finished in 4th place, swimming in lane 4 with a time of 3:44.01.
- Connor Jaeger finished in 5th place, swimming in lane 1 with a time of 3:44.16.

**Final Answer:** Conor Dwyer finished 4th with a time of 3:44.01 while Connor Jaeger finished 5th with a time of 3:44.16. 
",48.27586206896552,"['extract', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""What was the result of Conor Dwyer?"",
  ""sq2"": ""What was the result of Connor Jaeger?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Conor Dwyer finished 4th with a time of 3:44.01."",
  ""Answer to sq2"": ""Connor Jaeger finished 5th with a time of 3:44.16.""
 },
 ""final_answer"": ""Conor Dwyer finished 4th with a time of 3:44.01, and Connor Jaeger finished 5th with a time of 3:44.16.""
}
```",37.03703703703704,"Reasoning: To determine the results of Conor Dwyer and Connor Jaeger, we need to find their respective rows in the table and extract their ""Rank"" and ""Time"" values. Conor Dwyer is listed in row 4, with a rank of 4 and a time of 3:44.01. Connor Jaeger is listed in row 5, with a rank of 5 and a time of 3:44.16. 

Answer: [""Conor Dwyer: 4th place, 3:44.01"", ""Connor Jaeger: 5th place, 3:44.16""] 
",22.222222222222225
71,Which roles did Brandt play in 2011?,"**Problem Understanding:**
1. Determine the Objective: Identify the roles Lesley-Ann Brandt played in the year 2011.

2. Understand the Problem: This requires extracting relevant information from the table specifically for the year 2011.

**Reasoning Process:**
3. Extract Relevant Information:
   - ""Spartacus: Gods of the Arena"": Naevia (Main role, 6 episodes)
   - ""CSI: NY"": Camille Jordanson (Episode: ""Smooth Criminal"" and ""Food for Thought"")
   - ""InSight"": Valerie Khoury 
   - ""Memphis Beat"": Adriana (Episode: ""The Things We Carry"")
   - ""Duke"": Violet
   - ""Zombie Apocalypse"": Cassie (TV film)
   - ""A Beautiful Soul"": Angela Barry

4. Answer:
   - In 2011, Lesley-Ann Brandt played Naevia in ""Spartacus: Gods of the Arena"", Camille Jordanson in ""CSI: NY"", Valerie Khoury in ""InSight"", Adriana in ""Memphis Beat"", Violet in ""Duke"", Cassie in ""Zombie Apocalypse"", and Angela Barry in ""A Beautiful Soul"".

**Final Answer:** In 2011, Lesley-Ann Brandt played Naevia in ""Spartacus: Gods of the Arena"", Camille Jordanson in ""CSI: NY"", Valerie Khoury in ""InSight"", Adriana in ""Memphis Beat"", Violet in ""Duke"", Cassie in ""Zombie Apocalypse"", and Angela Barry in ""A Beautiful Soul"". 
",19.04761904761905,"['extract', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""Identify all rows in the table that correspond to the year 2011.""
 },
 ""answers"": {
  ""sq1"": ""The following rows correspond to the year 2011:\n  2011 | Chuck | Fatima Tazi | Episode: \""Chuck Versus the Seduction Impossible\""\n  2011 | Spartacus: Gods of the Arena | Naevia | Main role, 6 episodes\n  2011 | CSI: NY | Camille Jordanson | Episode: \""Smooth Criminal\"" Episode: \""Food for Thought\""\n  2011 | InSight | Valerie Khoury | -\n  2011 | Memphis Beat | Adriana | Episode: \""The Things We Carry\""\n  2011 | Duke | Violet | -\n  2011 | Zombie Apocalypse | Cassie | TV film""
 },
 ""final_answer"": ""Fatima Tazi, Naevia, Camille Jordanson, Valerie Khoury, Adriana, Violet, Cassie""
}
```",0.0,"Reasoning: To find the roles Lesley-Ann Brandt played in 2011, we need to locate the rows in the table corresponding to the year 2011 and extract the values from the 'Role' column.  The relevant rows are:

* 2011 | Spartacus: Gods of the Arena | Naevia | Main role, 6 episodes
* 2011 | CSI: NY | Camille Jordanson | Episode: ""Smooth Criminal"" Episode: ""Food for Thought""
* 2011 | InSight | Valerie Khoury | -
* 2011 | Memphis Beat | Adriana | Episode: ""The Things We Carry""
* 2011 | Duke | Violet | -
* 2011 | Zombie Apocalypse | Cassie | TV film
* 2011 | Chuck | Fatima Tazi | Episode: ""Chuck Versus the Seduction Impossible""

Therefore, the roles Lesley-Ann Brandt played in 2011 are Naevia, Camille Jordanson, Valerie Khoury, Adriana, Violet, Cassie, and Fatima Tazi.

Answer: [""Naevia"", ""Camille Jordanson"", ""Valerie Khoury"", ""Adriana"", ""Violet"", ""Cassie"", ""Fatima Tazi""] 
",0.0
93,"In the 1947 Tour De France, how many stages did the course consist of and what was the total course distance?","**Problem Understanding:**
1. Determine the Objective: Identify the total number of stages in the 1947 Tour de France and the total distance covered.

2. Understand the Problem: This requires extracting specific information from the table related to the number of stages and the total distance.

**Reasoning Process:**
3. Extract Relevant Information:
   - Number of stages: The table shows 21 stages, excluding rest days.
   - Total distance: The ""Total"" row in the table indicates a total distance of 4,642 km (2,884 mi).

4. Answer:
   - The 1947 Tour de France consisted of 21 stages.
   - The total course distance was 4,642 km (2,884 mi).

**Final Answer:** The 1947 Tour de France consisted of 21 stages, covering a total distance of 4,642 km (2,884 mi). 
",47.05882352941176,"['extract', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""How many stages did the 1947 Tour de France consist of?"",
  ""sq2"": ""What was the total distance of the 1947 Tour de France?""
 },
 ""answers"": {
  ""Answer to sq1"": ""21"",
  ""Answer to sq2"": ""4,642 km""
 },
 ""final_answer"": ""21, 4,642 km""
}
```",37.5,"Reasoning: The table shows that the 1947 Tour De France had 21 stages. The total distance of the race was 4,642 kilometers.

Answer: [""21"", ""4,642 km""] 
",37.5
95,How much money did Vale pay Stoke City for Jackie Mudie and Ron Wilson?,"**Problem Understanding:**
1. Determine the Objective: Find the total amount of money paid by Vale to Stoke City for acquiring the players Jackie Mudie and Ron Wilson.
2. Understand the Problem: This requires extracting specific data from the table and performing a simple calculation.

**Reasoning Process:**
3. Extract Relevant Information:
   - Vale paid £12,000 for Jackie Mudie in November 1963.
   - Vale paid £12,000 for Ron Wilson in November 1963.

4. Decompose the Problem into Sub-Problems:
   - Identify the fee paid for each player.
   - Add the two fees to get the total amount.

5. Individually Answer Each Sub-Problems with Reasoning:
   - The fee for Jackie Mudie is £12,000.
   - The fee for Ron Wilson is £12,000.

**Python Code for Solution:**
```python
# Data
transfers = {
    'Jackie Mudie': 12000,
    'Ron Wilson': 12000
}

# Calculate the total fee
total_fee = transfers['Jackie Mudie'] + transfers['Ron Wilson']

# Print the result
print(f""Vale paid a total of £{total_fee} for Jackie Mudie and Ron Wilson."")
```

**Final Answer:** Vale paid a total of £24,000 for Jackie Mudie and Ron Wilson. 
",43.47826086956522,"['extract', 'decompose', 'python', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""What fee did Vale pay for Jackie Mudie?"",
  ""sq2"": ""What fee did Vale pay for Ron Wilson?"",
  ""sq3"": ""Sum the fees for Jackie Mudie and Ron Wilson.""
 },
 ""answers"": {
  ""Answer to sq1"": ""£12,000"",
  ""Answer to sq2"": ""£12,000"",
  ""Answer to sq3"": ""£24,000""
 },
 ""final_answer"": ""£24,000""
}
```",0.0,"Reasoning: To find out how much Vale paid Stoke City for Jackie Mudie and Ron Wilson, we need to look at the table rows with their names and find the corresponding ""Fee"" value. Jackie Mudie was bought for £12,000 and Ron Wilson was bought for £12,000. 

Answer: £24,000 
",0.0
96,"When Gerry Fitt (Independent) lost his Members of Parliament seat, and who won it?","**Problem Understanding:**

1. **Determine the Objective:**  Identify the year when Gerry Fitt (Independent) lost his seat in the Belfast West constituency and determine who won the seat in that election.

2. **Understand the Problem:** This requires extracting information from the table about the elections Gerry Fitt (Independent) participated in and identifying the election where he lost, along with the winner.

**Reasoning Process:**

3. **Extract Relevant Information:**
    - Gerry Fitt (Independent) was elected in 1979.
    - Gerry Fitt (Independent) was not re-elected in the subsequent election in 1983.
    - Gerry Adams (Sinn Féin) won the 1983 election.

4. **Decompose the Problem into Sub-Problems:**
    - Find the year when Gerry Fitt (Independent) lost his seat.
    - Identify the winner of the election where he lost.

5. **Individually Answer Each Sub-Problems with Reasoning:**
    - Gerry Fitt (Independent) lost his seat in the 1983 election.
    - Gerry Adams (Sinn Féin) won the seat in the 1983 election.

**Answer:**
Gerry Fitt (Independent) lost his seat in the 1983 election. The winner of that election was Gerry Adams (Sinn Féin).

**Final Answer:** Gerry Fitt (Independent) lost his seat in the 1983 election. The winner of that election was Gerry Adams (Sinn Féin). 
",40.0,"['extract', 'decompose', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""When did Gerry Fitt (Independent) lose his seat?"",
  ""sq2"": ""Who won the seat after Gerry Fitt lost it?""
 },
 ""answers"": {
  ""Answer to sq1"": ""1983"",
  ""Answer to sq2"": ""Gerry Adams""
 },
 ""final_answer"": ""1983, Gerry Adams""
}
```",26.08695652173913,"Reasoning:  To determine when Gerry Fitt (Independent) lost his seat and who won it, we need to look at the table and find the rows where Gerry Fitt was the Member and the party was Independent. The relevant row is ""1979 | Gerry Fitt | Independent"".  The next row indicates that Gerry Adams of Sinn Féin won the seat.

Answer: [""1979"", ""Gerry Adams""] 
",17.39130434782609
100,What were the names and vote differential between the top two candidates in the 2009 Narla election?,"**Problem Understanding:**

1. Determine the Objective: Identify the names of the top two candidates in the 2009 Narla election and determine the difference in their votes.

2. Understand the Problem: This involves extracting information from the table related to the top two candidates and calculating the difference in their votes.

**Reasoning Process:**

3. Extract Relevant Information:
   - Top candidate: Bhupinder Singh (INC) with 49,748 votes.
   - Second candidate: Srikant Hota (BJP) with 22,236 votes.

4. Decompose the Problem into Sub-Problems:
   - Identify the names of the top two candidates.
   - Calculate the vote difference between the two candidates.

5. Individually Answer Each Sub-Problems with Reasoning:
   - The top two candidates were Bhupinder Singh (INC) and Srikant Hota (BJP).
   - The vote difference is 49,748 - 22,236 = 27,512 votes.

**Answer:** The top two candidates in the 2009 Narla election were Bhupinder Singh (INC) and Srikant Hota (BJP). Bhupinder Singh received 49,748 votes and Srikant Hota received 22,236 votes. The vote difference between them was 27,512 votes.

**Final Answer:** The top two candidates in the 2009 Narla election were Bhupinder Singh (INC) and Srikant Hota (BJP). The vote difference between them was 27,512 votes. 
",52.17391304347826,"['extract', 'decompose', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""What were the names of the top two candidates?"",
  ""sq2"": ""What was the vote differential between the two candidates?""
 },
 ""answers"": {
  ""Answer to sq1"": ""Bhupinder Singh and Srikant Hota"",
  ""Answer to sq2"": ""27,512""
 },
 ""final_answer"": ""Bhupinder Singh and Srikant Hota, 27,512""
}
```",45.45454545454545,"Reasoning: To determine the names and vote differential between the top two candidates, we need to look at the 'Candidate' and 'Votes' columns. The candidate with the highest number of votes is Bhupinder Singh from the INC party with 49,748 votes. The second highest is Srikant Hota from the BJP party with 22,236 votes.

Answer: [""Bhupinder Singh"", ""Srikant Hota"", ""27,512""] 
",45.45454545454545
115,What was the voter turnout for the 2004 Philippine presidential election?,"**Problem Understanding:**
1. Determine the Objective: Identify the voter turnout for the 2004 Philippine presidential election.

2. Understand the Problem: This requires extracting the relevant information from the table, specifically the ""Votes cast"" and ""Registered voters"" data.

**Reasoning Process:**
3. Extract Relevant Information:
   - Votes cast: 33,510,092
   - Registered voters: 43,895,324

4. Calculate Voter Turnout:
   - Voter turnout is calculated as (Votes cast / Registered voters) * 100%.

5. Python Code for Calculation:
   ```python
   votes_cast = 33510092
   registered_voters = 43895324
   voter_turnout = (votes_cast / registered_voters) * 100
   print(f""Voter turnout: {voter_turnout:.2f}%"") 
   ```

**Answer:**
The voter turnout for the 2004 Philippine presidential election was 76.34%.

**Final Answer:** The voter turnout for the 2004 Philippine presidential election was 76.34%.
#Done 
",31.57894736842105,"['extract', 'python', 'cot']","```json
{
 ""decomposition"": {
  ""sq1"": ""Identify the row containing information about votes cast in the 2004 Philippine presidential election."",
  ""sq2"": ""Extract the number of votes cast and registered voters from the identified row.""
 },
 ""answers"": {
  ""sq1"": ""The relevant row is: Votes cast | Votes cast | Votes cast | 33,510,092 | 76.34%"",
  ""sq2"": ""Votes cast: 33,510,092, Registered voters: 43,895,324""
 },
 ""final_answer"": ""76.34%""
}
```",11.76470588235294,"Reasoning: To find the voter turnout, we need to divide the number of votes cast by the number of registered voters.  The table shows that 33,510,092 votes were cast and there were 43,895,324 registered voters.

Answer: 76.34% 
",11.76470588235294
