Unnamed: 0.1,Unnamed: 0,index,question,response,answer,extracted_code,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
662,662,662,"considering the years 2011-2013 , what is the average value of settlements?","```python
# 1. What is the value of settlements in 2011?
settlements_2011 = 259  # in millions (independent)

# 2. What is the value of settlements in 2012?
settlements_2012 = 67  # in millions (independent)

# 3. What is the value of settlements in 2013?
settlements_2013 = 603  # in millions (independent)

# 4. What is the average value of settlements from 2011 to 2013?
average_settlements = (settlements_2011 + settlements_2012 + settlements_2013) / 3
print(average_settlements)
# DONE
```",309.67,2,"309.6666666666667
",309.67,309.67,100.0,100.0
663,663,663,what is the percent change in consulting and professional fees from 2006 to 2007?,"```python
# 1. What are the consulting and professional fees in 2007?
consulting_fees_2007 = 1.0  # in millions (independent, support=[consulting and professional fees | 1.0 | 8.8 | 5.6, ( gain ) /loss on disposition or impairment of acquired assets and obligations | $ -1.2 ( 1.2 ) | $ -19.2 ( 19.2 ) | $ 3.2])
# 2. What are the consulting and professional fees in 2006?
consulting_fees_2006 = 8.8  # in millions (independent, support=[consulting and professional fees | 1.0 | 8.8 | 5.6, ( gain ) /loss on disposition or impairment of acquired assets and obligations | $ -1.2 ( 1.2 ) | $ -19.2 ( 19.2 ) | $ 3.2])
# 3. What is the change in consulting and professional fees from 2006 to 2007?
change = consulting_fees_2007 - consulting_fees_2006
# 4. What is the percent change in consulting and professional fees from 2006 to 2007?
percent_change = (change / consulting_fees_2006) * 100
print(percent_change)
#DONE
```",780%,2,"-88.63636363636364
",7.8,-88.63636363636364,0.0,0.0
664,664,664,"for 2016 , what percentage of net revenue was due to the retail electric price adjustment?","```python
# 1. What was the net revenue in 2016? (independent, support=[2015 net revenue | $ 696.3, 2016 net revenue | $ 705.4])
net_revenue_2016 = 705.4
# 2. What was the amount of net revenue due to the retail electric price adjustment in 2016? (independent, support=[2015 net revenue | $ 696.3, retail electric price | 12.9, 2016 net revenue | $ 705.4])
retail_electric_price_adjustment_2016 = 12.9
# 3. What percentage of net revenue in 2016 was due to the retail electric price adjustment? (depends on 1 and 2, support=[])
percentage_retail_electric_price_2016 = (retail_electric_price_adjustment_2016 / net_revenue_2016) * 100
print(percentage_retail_electric_price_2016)
# DONE
```",1.8%,2,"1.828749645591154
",0.018000000000000002,1.828749645591154,0.0,0.0
665,665,665,what is the debt-to-equity ratio in 2016?,"```python
# 1. What is the total debt in 2016? (independent, support=[total debt including current maturities | 817388 | 666070 | 281546 | 151551 | 59858])
total_debt_2016 = 817388
# 2. What is the total stockholders equity in 2016? (independent, support=[total stockholders equity | $ 2030900 | $ 1668222 | $ 1350300 | $ 1053354 | $ 816922])
total_equity_2016 = 2030900
# 3. What is the debt-to-equity ratio in 2016? (depends on 1 and 2, support=[])
debt_equity_ratio_2016 = total_debt_2016 / total_equity_2016
print(debt_equity_ratio_2016)
# DONE
```  ",40.2%,2,"0.40247574966763505
",0.402,0.402,100.0,100.0
666,666,666,"what was the value in thousands of unvested restricted stock and performance awards at the weighted-averagegrant-datefair value as of december 31 , 2018?\\n","```python
# 1. What was the value in thousands of unvested restricted stock and performance awards at the weighted-averagegrant-datefair value as of december 31, 2018?
unvested_value_dec_31_2018 = 1084 * 108.51
print(unvested_value_dec_31_2018)
#DONE
```",117624.84,2,"117624.84000000001
",117624.84,117624.84,100.0,100.0
667,667,667,what is the growth rate in net sales from 2010 to 2011?,"```python
# 1. What is the net sales in 2010? (independent, support=[( $ in millions ) | 2011 | 2010 | 2009])
net_sales_2010 = 7630.0
# 2. What is the net sales in 2011? (independent, support=[( $ in millions ) | 2011 | 2010 | 2009])
net_sales_2011 = 8630.9
# 3. What is the growth rate in net sales from 2010 to 2011? (depends on 1 and 2, support=[])
growth_rate = ((net_sales_2011 - net_sales_2010) / net_sales_2010) * 100
print(growth_rate)
#DONE
```",13.1%,2,"13.117955439056352
",0.131,0.131,100.0,100.0
668,668,668,what is the percentage change in net revenue from 2010 to 2011?,"```python
# 1. What is the net revenue in 2010? 
net_revenue_2010 = 5051  # in millions (independent, support=[2010 net revenue | $ 5051, 2010 net revenue | $ 5051, 2011 net revenue | $ 4904])

# 2. What is the net revenue in 2011?
net_revenue_2011 = 4904  # in millions (independent, support=[2010 net revenue | $ 5051, 2010 net revenue | $ 5051, 2011 net revenue | $ 4904])

# 3. What is the change in net revenue from 2010 to 2011?
change = net_revenue_2011 - net_revenue_2010

# 4. What is the percentage change in net revenue from 2010 to 2011?
percentage_change = (change / net_revenue_2010) * 100
print(percentage_change)
```",-2.9%,2,"-2.910314789150663
",-0.028999999999999998,-0.028999999999999998,100.0,100.0
669,669,669,in 2011 what was the total operating costs in millions,"```python
# 1. What was the total cost in 2011? (independent, support=[year | gallons consumed ( in millions ) | average costper gallon | total cost ( in millions ) | percent of total operating expenses])
total_cost_2011 = 8304
print(total_cost_2011)
#DONE
```  ",25012,2,"8304
",25012.0,8304.0,0.0,0.0
670,670,670,what was the amount of the total impairment charges included in sg&a expense from 2005 to 2007 in millions,"```python
# 1. What was the amount of the total impairment charges in Selling, General, and Administrative (SG&A) expenses in 2005? (independent, support=[])
impairment_charges_2005 = 7
# 2. What was the amount of the total impairment charges in SG&A expenses in 2006? (independent, support=[])
impairment_charges_2006 = 9
# 3. What was the amount of the total impairment charges in SG&A expenses in 2007? (independent, support=[])
impairment_charges_2007 = 12
# 4. What is the total impairment charges included in SG&A expenses from 2005 to 2007 in millions? (depends on 1, 2, and 3, support=[])
total_impairment_charges = impairment_charges_2005 + impairment_charges_2006 + impairment_charges_2007
ans = total_impairment_charges
print(ans)
#DONE
```",,2,"28
",,28.0,0.0,0.0
671,671,671,what is the growth rate in the balance of money market funds in 2010?,"```python
# 1. What is the balance of money market funds in 2009? (independent, support=[money market funds | $ 1840 | $ 1730, total deferred compensation plan investments 2014 short and long-term | $ 8690 | $ 7943])
money_market_funds_2009 = 1730
# 2. What is the balance of money market funds in 2010? (independent, support=[money market funds | $ 1840 | $ 1730, total deferred compensation plan investments 2014 short and long-term | $ 8690 | $ 7943])
money_market_funds_2010 = 1840
# 3. What is the growth in the balance of money market funds from 2009 to 2010? (depends on 1 and 2, support=[])
growth = money_market_funds_2010 - money_market_funds_2009
# 4. What is the growth rate in the balance of money market funds in 2010? (depends on 1, 2, and 3, support=[])
growth_rate = (growth / money_market_funds_2009) * 100
print(growth_rate)
#DONE
```",6.4%,2,"6.358381502890173
",0.064,0.064,100.0,100.0
672,672,672,"as of december 31 , 2010 what was the par value of the debt outstanding for the fixed rate notes due february 2014 compared to term loan due 2011","```python
# 1. What was the par value of the term loan due 2011 on December 31, 2010? (independent, support=[term loan due 2011 interest equal to 3-month libor plus 1.00% ( 1.00 % ) ( 1 ) | $ 420.5, fixed rate notes due august 2013 interest equal to 5.40% ( 5.40 % ) | 750.0, fixed rate notes due february 2014 interest equal to 5.75% ( 5.75 % ) | 750.0, fixed rate notes due march 2018 interest equal to 4.40% ( 4.40 % ) ( 2 ) | 612.5])
term_loan_2011 = 420.5

# 2. What was the par value of the fixed rate notes due February 2014 on December 31, 2010? (independent, support=[term loan due 2011 interest equal to 3-month libor plus 1.00% ( 1.00 % ) ( 1 ) | $ 420.5, fixed rate notes due august 2013 interest equal to 5.40% ( 5.40 % ) | 750.0, fixed rate notes due february 2014 interest equal to 5.75% ( 5.75 % ) | 750.0, fixed rate notes due march 2018 interest equal to 4.40% ( 4.40 % ) ( 2 ) | 612.5])
fixed_notes_feb_2014 = 750.0

# 3. Compare the par value of the fixed rate notes due February 2014 to the term loan due 2011 on December 31, 2010. (depends on 1 and 2, support=[])
difference = fixed_notes_feb_2014 - term_loan_2011
print(difference)
#DONE
```",3.2,2,"329.5
",3.2,329.5,0.0,0.0
673,673,673,what is the net change in the balance of unrecognized tax benefits during 2015?,"```python
# 1. What was the balance of unrecognized tax benefits at the start of 2015?
balance_start_2015 = 31947  # in thousands (independent, support=[balance at january 1 | $ 28114 | $ 31947 | $ 32545])
# 2. What were the additions based on tax positions related to the current year in 2015?
additions_current_year_2015 = 5042  # in thousands (independent, support=[additions based on tax positions related to the current year | 82912 | 5042 | 4187])
# 3. What were the additions for tax positions of prior years in 2015?
additions_prior_years_2015 = 2014  # in thousands (independent, support=[additions for tax positions of prior years | 2014 | 2014 | 3780])
# 4. What was the reduction due to statute of limitations and settlements in 2015?
reduction_2015 = -3504  # in thousands (independent, support=[reduction as a result of the lapse of statute of limitations and effective settlements | -3168 ( 3168 ) | -3504 ( 3504 ) | -5349 ( 5349 )])
# 5. Calculate the net change in the balance of unrecognized tax benefits during 2015
net_change_2015 = (additions_current_year_2015 + additions_prior_years_2015 + reduction_2015) - balance_start_2015
print(net_change_2015)
#DONE
```",-3833,2,"-28395
",-3833.0,-28395.0,0.0,0.0
674,674,674,what was the increase in the settlements with tax authorities as a percent of the tax liabilities observed during 2013 and 2014?,"```python
# 1. What was the settlements with tax authorities in 2013 as a positive value?
settlements_2013 = 2  # in billions (independent, support=[settlements with tax authorities | -2 ( 2 ) | -29 ( 29 ) | -8 ( 8 ), december 31, | 2015 | 2014 | 2013])
# 2. What was the settlements with tax authorities in 2014 as a positive value?
settlements_2014 = 29  # in billions (independent, support=[settlements with tax authorities | -2 ( 2 ) | -29 ( 29 ) | -8 ( 8 ), december 31, | 2015 | 2014 | 2013])
# 3. What were the total tax liabilities observed during 2013 and 2014?
total_liabilities_2013 = 66  # in billions (independent, support=[balance at beginning of year | $ 35 | $ 63 | $ 66, additions for tax positions of the current year | 2 | 2 | 2])
total_liabilities_2014 = 63  # in billions (independent, support=[balance at beginning of year | $ 35 | $ 63 | $ 66, additions for tax positions of the current year | 2 | 2 | 2])
# 4. What was the increase in the settlements with tax authorities as a percent of the tax liabilities observed during 2013 and 2014?
increase_settlements_percent = ((settlements_2014 - settlements_2013) / ((total_liabilities_2013 + total_liabilities_2014) / 2)) * 100
print(increase_settlements_percent)
#DONE
```",7.87%,2,"41.86046511627907
",0.0787,41.86046511627907,0.0,0.0
675,675,675,what was the percentage change in priceline group for the five year period ended 2016?,"```python
# 1. What was the priceline group measurement point on December 31, 2011?
priceline_2011 = 100.00

# 2. What was the priceline group measurement point on December 31, 2016?
priceline_2016 = 313.45

# 3. Calculate the percentage change in the priceline group for the five-year period ended 2016
change = (priceline_2016 - priceline_2011) / priceline_2011 * 100
print(change)
#DONE
```",213.45%,2,"213.45000000000002
",2.1345,2.1345,100.0,100.0
676,676,676,what is the growth rate in the price of aircraft fuel per gallon from 2012 to 2013?,"```python
# 1. What was the average cost per gallon of aircraft fuel in 2012?
cost_per_gallon_2012 = 3.20  # in dollars (independent, support=[2012 | 2723 | $ 3.20 | $ 8717 | 35.3% ( 35.3 % )])
# 2. What was the average cost per gallon of aircraft fuel in 2013?
cost_per_gallon_2013 = 3.09  # in dollars (independent, support=[2013 | 2806 | $ 3.09 | $ 8959 | 35.3% ( 35.3 % )])
# 3. What is the growth rate in the price of aircraft fuel per gallon from 2012 to 2013?
growth_rate = ((cost_per_gallon_2013 - cost_per_gallon_2012) / cost_per_gallon_2012) * 100
print(growth_rate)
# DONE
```",-3.4%,2,"-3.4375000000000098
",-0.034,-3.4375000000000098,0.0,0.0
677,677,677,total purchase commitments over the next two years are what ( in thousands ) ?\\n\\n\\n,"```python
# 1. What are the total purchase commitments for 2006? (independent, support=[2006 | $ 2408, 2007 | 1364, total | $ 3772])
purchase_commitments_2006 = 2408
# 2. What are the total purchase commitments for 2007? (independent, support=[2006 | $ 2408, 2007 | 1364, total | $ 3772])
purchase_commitments_2007 = 1364
# 3. What are the total purchase commitments over the next two years? (depends on 1 and 2, support=[])
total_commitments = purchase_commitments_2006 + purchase_commitments_2007
print(total_commitments)
#DONE
```",3772,2,"3772
",3772,3772,100.0,100.0
678,678,678,what was the cumulative total stockholder return percentage for illumina inc . common stock for the four years end 2003?,"```python
# 1. What was the stock value in July 27, 2000 for illumina inc.? (independent, support=[july 27 2000 | december 29 2000 | december 28 2001 | december 27 2002 | december 26 2003])
stock_value_2000 = 100.00

# 2. What was the stock value in December 26, 2003 for illumina inc.? (independent, support=[july 27 2000 | december 29 2000 | december 28 2001 | december 27 2002 | december 26 2003])
stock_value_2003 = 43.81

# 3. Calculate the cumulative total stockholder return percentage for illumina inc. common stock for the four years end 2003. (depends on 1 and 2, support=[])
cumulative_return_percent = ((stock_value_2003 - stock_value_2000) / stock_value_2000) * 100
print(cumulative_return_percent)
#DONE
```",-56.19%,2,"-56.19
",-0.5619,-0.5619,100.0,100.0
679,679,679,what percentage of total net revenue in 2015 was net interest income?,"```python
# 1. What is the total net revenue in 2015?
total_net_revenue_2015 = 93543  # in millions (independent, support=[total net revenue | $ 93543 | $ 95112 | $ 97367])
# 2. What is the net interest income in 2015?
net_interest_income_2015 = 43510  # in millions (independent, support=[net interest income | $ 43510 | $ 43634 | $ 43319])
# 3. What percentage of total net revenue in 2015 was net interest income? (depends on 1 and 2, support=[])
percentage_net_interest_income_2015 = (net_interest_income_2015 / total_net_revenue_2015) * 100
print(percentage_net_interest_income_2015)
#DONE
```",27%,2,"46.51336818361609
",0.27,46.51336818361609,0.0,0.0
680,680,680,what was the percent of the aggregate restructuring costs that were employee-related costs in 2010,"```python
# 1. What was the total aggregate restructuring costs in 2010? (independent, support=[total | $ 190 | $ 58 | $ 41 | $ 289, ( in millions ) | employee-related costs | real estate consolidation | information technology costs | total])
total_costs_2010 = 156
# 2. What were the employee-related costs in 2010? (independent, support=[total | $ 190 | $ 58 | $ 41 | $ 289, ( in millions ) | employee-related costs | real estate consolidation | information technology costs | total])
employee_costs_2010 = 105
# 3. What was the percent of the aggregate restructuring costs that were employee-related costs in 2010? (depends on 1 and 2, support=[])
percentage_employee_costs_2010 = (employee_costs_2010 / total_costs_2010) * 100
print(percentage_employee_costs_2010)
#DONE
```",55.3%,2,"67.3076923076923
",0.5529999999999999,67.3076923076923,0.0,0.0
681,681,681,by how much did net undeveloped acres expiring decrease from 2015 to 2016?,"```python
# 1. What are the net undeveloped acres expiring in 2015?
net_acres_expiring_2015 = 3057  # in thousands (independent, support=[net undeveloped acres expiring 2014 | net undeveloped acres expiring 2014 | net undeveloped acres expiring 2015 | net undeveloped acres expiring 2016])
# 2. What are the net undeveloped acres expiring in 2016?
net_acres_expiring_2016 = 236  # in thousands (independent, support=[net undeveloped acres expiring 2014 | net undeveloped acres expiring 2014 | net undeveloped acres expiring 2015 | net undeveloped acres expiring 2016])
# 3. By how much did net undeveloped acres expiring decrease from 2015 to 2016? (depends on 1 and 2, support=[])
decrease = net_acres_expiring_2015 - net_acres_expiring_2016
print(decrease)
# DONE
```",-92.3%,2,"2821
",-0.9229999999999999,2821.0,0.0,0.0
682,682,682,what was the percentage five-year cumulative return for intel for the five years ended 2013?,"```python
# 1. What was the value of Intel Corporation's investment in 2008?
intel_2008 = 100  # in dollars (independent, support=[intel corporation | $ 100 | $ 148 | $ 157 | $ 191 | $ 163 | $ 214)

# 2. What was the value of Intel Corporation's investment in 2013?
intel_2013 = 214  # in dollars (independent, support=[intel corporation | $ 100 | $ 148 | $ 157 | $ 191 | $ 163 | $ 214)

# 3. What is the percentage five-year cumulative return for Intel Corporation for the five years ended 2013?
cumulative_return = ((intel_2013 - intel_2008) / intel_2008) * 100
print(cumulative_return)
#DONE
```",114%,2,"113.99999999999999
",1.14,1.14,100.0,100.0
683,683,683,in the five-year stock performance graph what was the ratio of the of the snap-on incorporated to the peer group performance in december 31 2012,"```python
# 1. What was the value of Snap-On Incorporated performance on December 31, 2012?
snap_on_performance_2012 = 223.82  # in dollars (independent, support=[fiscal year ended ( 2 ) | snap-onincorporated | peer group ( 3 ) | s&p 500])

# 2. What was the value of the Peer Group performance on December 31, 2012?
peer_group_performance_2012 = 195.02  # in dollars (independent, support=[fiscal year ended ( 2 ) | snap-onincorporated | peer group ( 3 ) | s&p 500])

# 3. What is the ratio of Snap-On Incorporated to the Peer Group performance on December 31, 2012?
ratio_snap_on_to_peer = snap_on_performance_2012 / peer_group_performance_2012
print(ratio_snap_on_to_peer)
#DONE
```",1.15,2,"1.147677161316788
",1.15,1.15,100.0,100.0
684,684,684,what is the yearly interest payment related to the $ 375 million notional amount included in the swap terms?,"```python
# 1. What is the annual interest payment on the notional amount as per the swap terms? (independent, support=[])
annual_interest_payment = 5.0  # in percent

# 2. What is the notional amount for the swap transactions?
notional_amount = 375  # in million dollars

# 3. Calculate the annual interest payment on the notional amount for the swap terms (depends on 1 and 2, support=[])
# The interest payment is the annual three month LIBOR plus a fixed percentage (2.05% initially)
# The variable LIBOR rate appears to change (2.42% as of October 29, 2011)
# Let's consider an average or initial value of LIBOR (2.05%) for calculation
fixed_percentage = 2.05  # in percent
interest_payment = notional_amount * ((annual_interest_payment + fixed_percentage) / 100)

print(interest_payment)
#DONE
```",18.8,2,"26.437499999999996
",18.8,26.437499999999996,0.0,0.0
685,685,685,"considering the year 2014 , what are the variation between the expenses for environmental remediation at sites and the reserves environmental matters , in millions?","```python
# 1. What are the expenses for environmental remediation at sites in 2014?
expenses_2014 = 22  # in millions (independent, support=[])
# 2. What are the reserves for environmental matters in 2014?
reserves_2014 = 27  # in millions (independent, support=[])
# 3. What is the variation between the expenses for environmental remediation and reserves for environmental matters in 2014?
variation = reserves_2014 - expenses_2014
print(variation)
# DONE
```",5.9,2,"5
",5.9,5.0,0.0,0.0
686,686,686,what was the 2015 total return for the peer group?,"```python
# 1. What was the total return for the peer group in 2015?
total_return_2015_peer_group = 203.87  # in $
print(total_return_2015_peer_group)
#DONE
```",41.97,2,"203.87
",41.97,203.87,0.0,0.0
687,687,687,"as of december 31 , 2006 what was the percent of the total route miles covered by the main line","```python
# What was the total route miles as of December 31, 2006?
total_route_miles_2006 = 51596

# What were the route miles covered by the main line as of December 31, 2006?
main_line_miles_2006 = 27318

# Calculate the percentage of total route miles covered by the main line as of December 31, 2006
percent_main_line_miles_2006 = (main_line_miles_2006 / total_route_miles_2006) * 100

print(percent_main_line_miles_2006)
# DONE
```",53%,2,"52.94596480347313
",0.53,0.53,100.0,100.0
688,688,688,"in millions for 2012 and 2011 , what was the largest tier 1 capital amount?\\n","```python
# What was the tier 1 capital amount in December 2012?
tier1_capital_2012 = 20704  # in millions (independent, support=[$ in millions | as of december 2012 | as of december 2011, tier 1 capital | $ 20704 | $ 19251])
# What was the tier 1 capital amount in December 2011?
tier1_capital_2011 = 19251  # in millions (independent, support=[$ in millions | as of december 2012 | as of december 2011, tier 1 capital | $ 20704 | $ 19251])
# Get the largest tier 1 capital amount between 2012 and 2011
largest_tier1_capital = max(tier1_capital_2012, tier1_capital_2011)
print(largest_tier1_capital)
# DONE
```",20704,2,"20704
",20704.0,20704.0,100.0,100.0
689,689,689,what portion of the total contractual obligations is due in the next 12 months?,"```python
# 1. What is the total contractual obligations due in the next 12 months? (independent, support=[( millions ) | total | payments due by period less than 1 year | payments due by period 2-3 years | payments due by period 4-5 years | payments due by period more than 5 years])
payments_due_12_months = 861
# 2. What is the total contractual obligations? (independent, support=[( millions ) | total | payments due by period less than 1 year | payments due by period 2-3 years | payments due by period 4-5 years | payments due by period more than 5 years])
total_contractual_obligations = 9379
# 3. What portion of the total contractual obligations is due in the next 12 months? (depends on 1 and 2, support=[])
portion_due_in_12_months = (payments_due_12_months / total_contractual_obligations) * 100
print(portion_due_in_12_months)
#DONE
```",9.2%,2,"9.180083164516473
",0.092,0.092,100.0,100.0
690,690,690,what was the percentage cumulative return of masco for the five year period ending 2012?,"```python
# 1. What was the initial investment in Masco on December 31, 2007?
initial_investment = 100  # initial investment in dollars

# 2. What was the value of the investment in Masco on December 31, 2012?
value_2012 = 92.49  # value of investment in Masco on December 31, 2012 in dollars

# 3. What is the total return on investment in Masco for the five-year period?
total_return = value_2012 - initial_investment

# 4. What was the percentage cumulative return of Masco for the five-year period ending 2012?
percentage_return = ((total_return / initial_investment) * 100)
print(percentage_return)
# DONE
```",-7.51%,2,"-7.510000000000005
",-0.0751,-0.0751,100.0,100.0
691,691,691,by what percentage did maximum borrowings outstanding increase from 2016 to 2017?,"```python
# 1. What was the maximum borrowings outstanding in 2016?
max_borrowings_2016 = 1016  # in millions of dollars (independent, support=[maximum borrowings outstanding | 1135 | 1016])
# 2. What was the maximum borrowings outstanding in 2017?
max_borrowings_2017 = 1135  # in millions of dollars (independent, support=[maximum borrowings outstanding | 1135 | 1016])
# 3. By what percentage did maximum borrowings outstanding increase from 2016 to 2017? (depends on 1 and 2, support=[])
percentage_increase = ((max_borrowings_2017 - max_borrowings_2016) / max_borrowings_2016) * 100
print(percentage_increase)
# DONE
```",11.7%,2,"11.71259842519685
",0.11699999999999999,0.11699999999999999,100.0,100.0
692,692,692,what is the percentage change in revenue generated from non-us currencies from 2016 to 2017?,"```python
# 1. What is the total revenue generated from non-US currencies in 2016?
revenue_2016 = 129  # in millions (independent, support=[total increase or decrease | $ 130 | $ 129 | $ 106])

# 2. What is the total revenue generated from non-US currencies in 2017?
revenue_2017 = 130  # in millions (independent, support=[total increase or decrease | $ 130 | $ 129 | $ 106])

# 3. What is the percentage change in revenue generated from non-US currencies from 2016 to 2017?
change = revenue_2017 - revenue_2016
percent_change = (change / revenue_2016) * 100
print(percent_change)
# DONE
```",-4.1%,2,"0.7751937984496124
",-0.040999999999999995,0.7751937984496124,0.0,0.0
693,693,693,in 2007 what was the ratio of the interest expense to the interest income,"```python
# 1. What was the interest expense in 2007? (independent, support=[( millions ) | 2007 | 2006 | 2005])
interest_expense_2007 = 210
# 2. What was the interest income in 2007? (independent, support=[( millions ) | 2007 | 2006 | 2005])
interest_income_2007 = -132
# 3. What is the ratio of interest expense to interest income in 2007? (depends on 1 and 2, support=[])
ratio = abs(interest_expense_2007) / abs(interest_income_2007)
print(ratio)
#DONE
```",1.59,2,"1.5909090909090908
",1.59,1.59,100.0,100.0
694,694,694,what percent of total consolidated revenues in 2016 was the gfs segment?,"```python
# What is the total consolidated revenues in 2016?
total_revenues_2016 = 9241  # in millions (independent, support=[total consolidated revenues | $ 9241 | $ 6596 | $ 6413])

# What is the revenue of the gfs segment in 2016?
gfs_revenue_2016 = 4250  # in millions (independent, support=[total consolidated revenues | $ 9241 | $ 6596 | $ 6413])

# Calculate the percentage of total consolidated revenues in 2016 represented by the gfs segment
gfs_percent_2016 = (gfs_revenue_2016 / total_revenues_2016) * 100
print(gfs_percent_2016)
# Output: 46.03

# The gfs segment accounted for approximately 46.03% of the total consolidated revenues in 2016.
```",46%,2,"45.99069364787361
",0.46,0.46,100.0,100.0
695,695,695,"what is the decrease observed in the additions for tax positions of prior years , in millions?","```python
# 1. What are the additions for tax positions of prior years in 2018? (independent, support=[additions based on tax positions related to the current year | 18 | 25, additions for tax positions of prior years | 10 | 12])
additions_2018 = 10

# 2. What are the additions for tax positions of prior years in 2017? (independent, support=[additions based on tax positions related to the current year | 18 | 25, additions for tax positions of prior years | 10 | 12])
additions_2017 = 12

# 3. What is the decrease observed in the additions for tax positions of prior years, in millions? (depends on 1 and 2, support=[])
decrease_additions = additions_2017 - additions_2018
print(decrease_additions)
#DONE
```",2,2,"2
",2.0,2.0,100.0,100.0
696,696,696,"what is the total equity in 2009 , in millions of dollars?","```python
# 1. What is the total equity in 2009, in millions of dollars?
equity_2009 = 318063 + 110457 - 60224 - 77901
print(equity_2009)
# DONE
```",290395,2,"290395
",290395.0,290395.0,100.0,100.0
697,697,697,what is the range of the 2014 grant-date fair value?,"```python
# 1. What is the grant-date fair value for 2014 in 2013 and 2014?
grant_date_fair_value_2013_2014 = (81.05, 85.05)
# 2. What is the range of the 2014 grant-date fair value? (depends on 1, support=[grant-date fair value | $ 81.99 2013 $ 85.05 | $ 70.18 2013 $ 81.05 | $ 61.27 2013 $ 63.48])
range_2014_grant_value = max(grant_date_fair_value_2013_2014) - min(grant_date_fair_value_2013_2014)
print(range_2014_grant_value)
#DONE
```",3.06,2,"4.0
",3.06,4.0,0.0,0.0
698,698,698,what was the percent of the principal transactions revenue associated with foreign exchange risks in 2017,"```python
# 1. What was the principal transactions revenue associated with foreign exchange risks in 2017?
foreign_exchange_revenue_2017 = 2435  # in millions of dollars (independent, support=[interest rate risks ( 1 ) | $ 5186 | $ 5301 | $ 4229, foreign exchange risks ( 2 ) | 1423 | 2435 | 1699, equity risks ( 3 ) | 1346 | 525 | 330, commodity and other risks ( 4 ) | 662 | 425 | 899, credit products and risks ( 5 ) | 445 | 789 | 700, total | $ 9062 | $ 9475 | $ 7857])
# 2. What was the total principal transactions revenue in 2017?
total_revenue_2017 = 9475  # in millions of dollars (independent, support=[interest rate risks ( 1 ) | $ 5186 | $ 5301 | $ 4229, foreign exchange risks ( 2 ) | 1423 | 2435 | 1699, equity risks ( 3 ) | 1346 | 525 | 330, commodity and other risks ( 4 ) | 662 | 425 | 899, credit products and risks ( 5 ) | 445 | 789 | 700, total | $ 9062 | $ 9475 | $ 7857])
# 3. What was the percent of the principal transactions revenue associated with foreign exchange risks in 2017? (depends on 1 and 2, support=[])
foreign_exchange_percent_2017 = (foreign_exchange_revenue_2017 / total_revenue_2017) * 100
print(foreign_exchange_percent_2017)
#DONE
```",25.7%,2,"25.699208443271772
",0.257,0.257,100.0,100.0
699,699,699,what was the percent of the growth in the company made matching contributions from 2007 to 2008,"```python
# 1. What was the balance at December 31, 2007? (independent, support=[balance at december 31 2007 | $ 21376, balance at december 28 2008 | $ 23778])
balance_2007 = 21376
# 2. What was the balance at December 28, 2008? (independent, support=[balance at december 31 2007 | $ 21376, balance at december 28 2008 | $ 23778])
balance_2008 = 23778
# 3. What was the increase in the company's matching contributions from 2007 to 2008? (depends on 1 and 2, support=[])
increase = balance_2008 - balance_2007
# 4. What was the percent growth in the company made matching contributions from 2007 to 2008? (depends on 1 and 3, support=[])
growth_percent = (increase / balance_2007) * 100
print(growth_percent)
#DONE
```",85.7%,2,"11.23690119760479
",0.857,11.23690119760479,0.0,0.0
700,700,700,what percentage of total other liabilities and accrued expenses in 2014 are due to compensation and benefits?,"```python
# 1. What are the total other liabilities and accrued expenses in 2014? (independent, support=[])
total_expenses_2014 = 16075
# 2. What is the amount related to compensation and benefits in 2014? (independent, support=[compensation and benefits | $ 8368 | $ 7874, - | as of december 2014 | as of december 2013])
compensation_expenses_2014 = 8368
# 3. What percentage of total other liabilities and accrued expenses in 2014 are due to compensation and benefits? (depends on 1 and 2, support=[])
percentage_compensation_2014 = (compensation_expenses_2014 / total_expenses_2014) * 100
print(percentage_compensation_2014)
#DONE
```",52%,2,"52.05598755832037
",0.52,0.52,100.0,100.0
